X,Y,fid,id,left,top,right,bottom,row_index,col_index,pop_sum
78.5338098460686,17.3390921645736,"1210","2730",237400.374930186,1919249.57810952,238400.374930186,1918249.57810952,"41","42",17259.554397583
78.5430926097314,17.3482387502602,"1211","2793",238400.374930186,1920249.57810952,239400.374930186,1919249.57810952,"40","43",16425.3524999619
78.543212884267,17.3392078641959,"1212","2794",238400.374930186,1919249.57810952,239400.374930186,1918249.57810952,"41","43",17329.1290893555
78.4118302440192,17.3194879840792,"1213","1900",224400.374930186,1917249.57810952,225400.374930186,1916249.57810952,"43","29",2527.3042758666
78.4119567168765,17.3104579886475,"1214","1901",224400.374930186,1916249.57810952,225400.374930186,1915249.57810952,"44","29",1811.78746693954
78.4120831134532,17.3014279841963,"1215","1902",224400.374930186,1915249.57810952,225400.374930186,1914249.57810952,"45","29",2772.5798163265
78.4122094337667,17.2923979707297,"1216","1903",224400.374930186,1914249.57810952,225400.374930186,1913249.57810952,"46","29",7678.15215587616
78.4123356778342,17.2833679482522,"1217","1904",224400.374930186,1913249.57810952,225400.374930186,1912249.57810952,"47","29",5281.7889290452
78.4124618456731,17.2743379167678,"1218","1905",224400.374930186,1912249.57810952,225400.374930186,1911249.57810952,"48","29",1751.38006513566
78.4125879373007,17.265307876281,"1219","1906",224400.374930186,1911249.57810952,225400.374930186,1910249.57810952,"49","29",552.56011236459
78.4127139527342,17.256277826796,"1220","1907",224400.374930186,1910249.57810952,225400.374930186,1909249.57810952,"50","29",653.09720916301
78.4128398919909,17.2472477683171,"1221","1908",224400.374930186,1909249.57810952,225400.374930186,1908249.57810952,"51","29",66.3204770088196
78.412965755088,17.2382177008486,"1222","1909",224400.374930186,1908249.57810952,225400.374930186,1907249.57810952,"52","29",272.499697647989
78.4130915420428,17.2291876243948,"1223","1910",224400.374930186,1907249.57810952,225400.374930186,1906249.57810952,"53","29",293.676028072834
